teslimat_saati,bolge_yogunlugu,kullanici_gecmis_basarisi,adres_tipi,hafta_sonu_mu,basari_ihtimali,onerilen_yontem,karbon_kazanci_gram
18,23.86,98.84,0,0,78.57,0,244.78
12,15.55,71.54,0,0,56.71,2,567.04
16,11.62,82.07,1,1,98.87,2,112.09
15,54.74,87.16,1,0,40.8,2,800.49
11,13.04,88.61,0,0,77.58,0,245.86
19,15.06,52.93,0,0,38.45,1,881.62
18,41.9,56.46,0,1,32.0,1,960.59
16,5.14,58.2,0,0,48.97,2,692.52
19,50.48,100.0,2,0,33.71,1,964.86
19,27.62,82.16,1,1,50.92,2,656.76
16,54.4,81.27,2,1,37.75,1,917.99
19,24.0,79.32,0,1,54.85,2,605.82
16,34.03,45.58,0,0,39.74,1,923.1
16,46.17,100.0,0,0,47.61,2,759.33
15,68.73,81.58,1,0,35.44,1,899.01
17,26.35,86.46,0,1,74.72,0,266.56
10,22.92,36.69,1,1,39.05,1,910.74
19,16.51,87.59,0,1,70.28,0,364.33
19,37.39,64.88,0,1,36.69,1,926.22
6,57.1,45.54,0,0,20.06,1,1089.68
18,52.27,52.92,1,1,25.22,1,1043.42
9,55.62,46.7,0,1,23.12,1,1062.24
12,59.4,46.36,0,1,19.55,1,1124.58
17,25.42,73.21,2,1,47.14,2,676.95
10,2.34,64.26,1,0,70.42,2,431.92
18,25.95,78.68,0,0,61.97,2,498.68
18,56.22,100.0,0,0,39.13,1,865.0
14,18.59,69.41,0,0,58.81,2,571.37
1,55.59,27.1,1,0,0.0,1,1365.22
11,36.45,67.16,1,1,44.05,2,769.09
15,39.39,95.87,0,1,58.72,2,598.2
22,55.65,70.28,2,1,22.4,1,1036.66
15,28.01,100.0,0,0,76.34,0,321.86
11,69.73,81.06,0,0,24.95,1,1031.21
15,40.5,35.23,2,0,21.7,1,1072.42
14,75.4,74.19,0,0,17.45,1,1148.65
18,40.33,77.94,2,0,43.88,2,743.33
9,26.23,93.61,1,1,81.52,2,312.66
17,57.6,100.0,0,0,39.85,1,888.18
14,41.61,90.15,0,0,50.86,2,646.79
21,12.65,80.81,0,0,66.53,0,396.16
12,72.23,85.52,2,1,31.5,1,967.32
15,45.16,68.64,0,1,45.56,2,762.04
20,69.86,42.74,0,1,6.53,1,1257.71
9,42.48,72.83,0,1,38.36,1,874.42
21,20.87,79.31,1,0,59.45,2,536.01
16,45.04,47.93,0,1,28.15,1,984.87
8,48.08,98.53,0,0,43.72,2,714.81
11,24.06,92.11,2,0,69.15,0,349.07
16,29.08,44.56,0,0,38.08,1,940.82
8,36.2,99.32,0,1,56.59,2,621.71
15,70.14,65.83,1,1,21.56,1,1129.56
12,7.61,56.43,1,0,59.93,2,532.29
15,33.95,93.59,0,0,67.13,0,336.02
7,63.67,70.98,0,1,25.78,1,1050.18
19,13.55,100.0,0,0,75.65,0,347.86
22,94.54,54.94,0,1,0.0,1,1335.44
22,58.63,37.37,1,0,6.35,1,1276.84
17,16.02,66.39,1,0,62.3,2,485.36
9,39.52,87.78,1,0,61.52,2,542.66
17,23.28,53.46,0,0,44.69,2,740.02
6,23.64,45.4,1,1,33.79,1,881.79
6,41.6,76.58,0,1,40.27,2,765.6
12,5.55,42.73,2,0,29.44,1,963.18
14,7.03,78.13,0,1,78.3,0,213.03
17,42.47,65.19,1,1,45.51,2,712.14
16,29.51,81.89,0,0,57.35,2,607.0
13,45.32,44.32,0,0,20.1,1,1089.86
11,39.08,97.96,1,0,72.86,2,440.07
23,21.91,68.34,0,0,34.41,1,926.17
13,50.24,87.27,1,0,36.81,1,918.1
13,43.78,91.2,1,1,59.32,2,583.08
10,88.22,48.85,1,0,5.14,1,1334.34
18,27.6,89.65,1,0,80.68,2,290.35
16,16.98,43.5,0,0,38.56,1,900.55
10,58.46,44.6,0,0,17.0,1,1117.6
8,36.46,100.0,2,0,47.63,2,760.15
16,19.08,94.24,0,0,75.22,0,266.2
16,42.93,100.0,1,0,73.86,2,405.13
11,45.9,64.6,0,0,38.32,1,936.94
21,38.05,74.05,0,0,34.25,1,903.09
9,49.04,82.55,0,0,40.85,2,807.69
13,25.4,71.76,1,0,58.76,2,545.04
21,59.03,57.08,0,0,15.51,1,1233.76
13,47.37,54.08,0,0,19.55,1,1058.68
15,15.39,76.28,0,0,67.52,0,344.25
13,50.9,50.66,0,0,20.85,1,1066.13
11,28.21,50.1,0,0,42.21,2,740.76
22,91.73,79.87,0,0,4.67,1,1309.64
13,27.39,70.1,1,1,56.41,2,657.04
20,17.04,90.74,0,0,55.67,2,646.64
11,24.41,63.5,0,0,54.12,2,637.63
10,35.44,60.37,2,0,36.55,1,911.74
6,31.35,80.47,0,1,38.36,1,871.45
16,49.78,55.76,2,1,22.01,1,1097.58
12,12.24,58.84,0,0,59.63,2,558.16
19,19.29,59.63,0,0,38.0,1,899.73
14,38.52,67.81,0,0,39.84,1,849.67
22,12.86,100.0,0,0,63.85,2,477.76
10,56.09,44.46,1,0,28.73,1,1006.0
19,20.62,97.91,0,0,68.87,0,373.69
17,30.16,86.76,1,0,62.97,2,506.42
17,13.11,100.0,0,0,86.36,0,140.69
19,11.2,100.0,0,0,84.44,0,203.42
17,65.3,100.0,1,1,45.73,2,744.94
15,31.21,90.51,1,0,61.61,2,596.95
9,20.62,45.75,0,0,36.89,1,948.73
6,56.35,48.28,0,0,7.58,1,1223.23
20,86.43,79.2,1,0,15.06,1,1163.56
15,32.95,38.04,2,1,26.21,1,994.51
18,58.41,84.31,0,0,30.46,1,929.3
14,60.4,29.3,2,0,18.11,1,1198.49
9,45.06,95.04,0,0,53.89,2,677.75
9,32.23,65.57,2,0,41.12,2,767.71
16,78.87,74.53,1,0,16.43,1,1190.12
13,16.95,57.03,2,0,42.59,2,810.68
10,69.24,34.03,1,0,9.61,1,1177.12
14,30.88,96.69,0,0,63.13,2,547.95
8,27.61,98.71,0,0,66.88,0,382.65
15,12.01,64.97,0,0,54.7,2,635.04
11,31.48,85.24,0,1,58.7,2,665.95
18,17.68,64.18,0,0,52.19,2,701.28
12,62.52,77.77,2,0,33.36,1,945.87
13,45.05,87.18,0,1,55.96,2,651.13
3,49.32,83.1,0,0,27.51,1,962.23
8,28.81,98.82,0,0,65.93,0,423.91
13,56.17,82.38,1,0,40.26,2,812.7
14,19.5,72.56,0,0,54.2,2,650.8
15,25.84,56.77,0,0,39.72,1,858.06
11,22.48,62.43,2,0,50.42,2,686.39
16,51.87,88.2,1,0,57.11,2,620.32
19,23.46,41.96,1,0,33.4,1,879.54
18,51.23,94.12,1,1,50.18,2,668.38
7,3.59,66.38,0,0,53.77,2,607.66
14,76.07,55.63,1,1,11.56,1,1231.09
9,30.31,50.03,0,1,33.52,1,989.1
11,55.42,85.49,0,0,34.54,1,917.2
22,3.41,71.71,0,0,48.09,2,670.32
9,7.89,100.0,0,0,92.71,0,90.99
14,76.33,46.74,0,0,10.32,1,1191.55
15,16.3,60.44,0,1,52.01,2,649.14
16,47.83,70.16,1,0,44.06,2,741.31
14,62.09,56.96,0,0,20.45,1,1122.04
2,18.52,72.12,1,0,44.42,2,756.39
12,69.31,78.39,0,0,23.17,1,1076.77
14,44.99,81.69,2,0,48.16,2,751.14
8,54.71,100.0,0,0,36.04,1,925.56
12,30.65,45.93,1,0,38.02,1,881.25
7,17.49,78.76,1,0,57.01,2,586.97
8,52.65,59.06,2,0,23.15,1,1049.32
13,60.94,80.6,0,0,34.21,1,908.89
9,47.25,80.63,0,0,47.95,2,662.88
15,76.4,52.26,0,0,10.41,1,1259.08
16,57.54,53.98,0,0,17.35,1,1120.25
18,74.84,82.23,0,0,16.77,1,1158.22
10,77.95,72.47,1,0,22.4,1,1072.19
10,62.2,67.61,0,0,35.96,1,917.59
9,50.57,85.16,0,0,46.27,2,759.37
15,16.4,86.63,0,0,66.12,0,411.87
16,87.44,61.41,0,0,11.72,1,1181.73
6,22.83,54.96,2,0,22.0,1,1069.08
21,34.55,46.76,2,0,23.04,1,1099.28
7,23.56,72.67,0,0,48.15,2,716.68
14,36.02,43.54,0,1,31.03,1,1005.36
16,17.36,73.99,2,0,55.36,2,608.52
19,48.62,96.34,0,0,41.54,2,739.65
17,34.17,64.93,1,0,52.32,2,667.41
18,42.64,61.28,2,0,28.99,1,1009.66
12,55.59,100.0,0,0,50.68,2,680.22
18,8.28,100.0,0,0,84.92,0,139.48
8,52.08,56.71,0,0,24.18,1,1040.67
20,28.37,74.78,2,1,39.43,1,848.74
14,31.94,78.57,0,0,49.31,2,700.27
18,39.64,76.07,0,1,45.65,2,745.23
13,20.63,100.0,1,1,99.27,2,87.4
16,39.39,73.74,1,1,58.17,2,611.02
14,45.94,76.74,0,1,47.94,2,749.49
17,44.06,85.77,0,0,48.15,2,712.77
8,26.49,95.8,1,0,66.78,2,498.75
8,30.35,90.74,0,0,60.05,2,543.18
11,6.99,82.76,0,0,80.48,0,212.45
10,18.96,40.83,1,0,36.48,1,942.5
19,11.95,62.24,0,1,59.22,2,543.16
10,55.2,88.39,0,0,43.67,2,776.86
22,23.42,77.01,0,0,42.5,2,821.64
12,39.29,88.52,0,0,51.44,2,682.27
10,38.82,100.0,1,0,64.55,2,502.97
18,31.15,48.46,1,0,35.02,1,889.54
16,16.09,94.76,1,0,89.75,2,207.9
14,29.38,65.39,1,1,57.52,2,620.06
14,64.71,90.71,1,0,27.99,1,1008.79
17,55.43,71.18,0,0,21.99,1,1116.75
11,68.84,100.0,0,0,26.4,1,1044.15
23,73.84,74.6,1,1,13.74,1,1193.89
22,33.4,59.19,0,0,33.57,1,937.63
16,64.96,80.4,0,0,26.77,1,985.12
10,29.81,78.48,0,1,59.11,2,557.93
16,41.12,94.76,0,0,57.89,2,572.37
8,37.06,80.96,0,0,38.19,1,908.96
6,51.07,100.0,1,0,44.98,2,739.82
11,63.87,69.77,0,0,21.88,1,1119.89
13,35.89,70.01,2,1,50.21,2,685.89
19,39.89,59.92,0,0,31.78,1,953.46
17,33.13,73.71,0,1,50.07,2,654.69
17,39.47,76.62,0,0,40.83,2,771.96
13,43.24,77.62,0,0,45.04,2,744.29
12,50.59,73.34,2,0,43.89,2,742.16
12,20.03,59.8,0,0,49.9,2,648.96
22,22.3,54.37,0,0,30.92,1,1009.11
7,60.45,64.5,0,0,18.35,1,1134.36
19,44.67,94.83,0,0,50.18,2,686.03
15,31.33,99.14,0,1,72.27,0,308.04
13,77.8,70.46,0,0,15.33,1,1134.83
17,5.86,53.17,0,0,52.53,2,644.8
14,36.7,70.38,1,0,39.92,1,810.1
19,34.47,100.0,1,1,67.62,2,491.98
20,58.78,91.98,0,0,28.14,1,991.2
13,39.37,83.01,1,0,55.51,2,605.85
11,36.85,91.25,1,1,62.94,2,537.59
15,53.26,100.0,1,1,50.71,2,664.74
20,15.67,48.94,0,0,30.48,1,949.19
10,41.21,64.16,0,1,45.19,2,782.94
15,40.61,61.43,0,0,33.09,1,906.92
15,66.74,83.74,0,1,26.12,1,969.45
17,82.23,75.2,0,0,21.02,1,1124.01
9,65.58,87.13,0,0,32.83,1,912.29
17,31.71,61.86,1,1,38.62,1,924.11
20,19.88,99.44,0,0,78.63,0,267.72
10,26.03,70.61,0,0,60.47,2,562.85
11,23.48,85.89,1,0,80.07,2,302.14
22,14.46,95.91,1,0,66.51,2,457.1
10,63.95,94.3,0,0,28.49,1,996.81
19,59.88,79.22,0,0,28.35,1,983.43
14,38.25,88.39,0,1,50.06,2,715.48
11,33.24,100.0,1,0,69.11,2,428.45
19,54.19,82.27,0,1,30.06,1,1004.48
13,37.92,57.41,0,0,32.51,1,990.09
14,31.21,83.66,0,0,58.37,2,553.13
12,32.31,71.25,1,0,50.83,2,681.36
15,63.65,25.04,1,1,8.07,1,1226.31
10,21.76,81.24,0,0,62.11,2,529.46
13,59.37,74.33,0,0,37.7,1,883.89
22,46.65,95.13,1,0,49.9,2,660.39
11,75.83,57.0,2,1,10.76,1,1225.56
16,29.3,41.89,1,0,34.25,1,902.53
12,14.81,75.37,2,0,53.58,2,664.89
17,44.78,79.6,0,1,49.99,2,647.63
9,18.89,73.88,0,0,57.54,2,551.5
22,17.82,72.41,0,1,40.18,2,790.25
13,69.24,50.63,0,1,26.36,1,1022.52
11,68.88,69.22,0,0,14.76,1,1183.53
8,36.67,65.03,0,0,22.75,1,1079.6
10,37.23,93.45,0,0,62.33,2,483.18
14,37.21,79.59,0,1,50.64,2,701.97
12,55.34,66.44,2,0,23.48,1,1059.96
18,29.44,100.0,0,1,87.75,0,154.28
13,2.37,66.62,0,0,68.69,0,441.76
11,15.22,83.16,0,0,70.2,0,396.15
15,23.52,68.66,1,0,54.22,2,635.67
16,30.33,100.0,1,0,78.86,2,292.48
10,54.94,73.74,0,0,24.56,1,1014.58
10,67.11,74.33,0,0,21.86,1,1122.51
7,23.63,69.2,1,0,49.23,2,677.17
17,38.17,75.93,0,0,48.02,2,698.73
16,59.14,95.99,2,0,34.59,1,900.6
14,24.45,88.92,0,0,63.71,2,528.89
19,65.16,72.56,0,0,27.36,1,1055.97
18,14.06,100.0,2,0,69.09,0,416.66
15,36.72,89.46,0,1,58.05,2,569.9
19,36.05,63.24,0,0,33.8,1,963.69
10,52.44,44.39,0,1,27.23,1,1020.43
9,16.91,63.7,1,0,55.93,2,635.29
11,62.44,80.27,0,1,33.84,1,943.76
8,49.63,83.94,0,0,37.6,1,874.05
14,45.71,99.18,0,0,44.67,2,783.55
21,31.83,50.11,1,0,33.49,1,951.1
7,44.36,63.22,0,0,21.18,1,1085.26
9,56.15,48.45,0,0,23.0,1,1079.34
13,56.36,45.22,1,0,18.06,1,1111.19
20,31.28,59.44,1,0,46.37,2,735.98
12,21.17,79.33,1,0,67.89,2,459.41
14,24.26,87.43,0,1,65.68,0,388.04
7,57.03,53.03,1,0,27.31,1,1093.62
9,33.91,55.81,0,0,32.53,1,929.47
22,17.0,36.4,0,0,25.62,1,1053.12
21,52.47,76.29,1,0,38.23,1,892.9
0,51.3,57.36,0,0,17.73,1,1106.52
21,31.22,100.0,1,0,61.41,2,532.94
15,13.64,80.2,2,0,68.54,0,337.24
19,87.02,68.57,1,0,11.31,1,1276.26
13,37.45,59.18,0,0,33.16,1,944.06
14,48.56,42.11,2,1,21.69,1,1084.21
14,34.67,44.64,0,1,35.65,1,980.51
16,22.35,59.56,0,0,46.81,2,693.61
9,47.28,58.02,0,0,31.78,1,1007.45
6,16.73,52.02,0,0,35.48,1,942.02
12,48.73,79.54,1,0,52.54,2,590.13
16,75.91,82.29,0,0,19.23,1,1108.16
10,35.36,62.83,1,0,37.98,1,907.31
16,26.0,100.0,1,0,74.88,2,382.45
22,18.8,37.07,0,1,18.67,1,1127.14
8,29.82,73.16,1,1,45.73,2,713.0
16,33.62,67.63,1,1,43.44,2,737.34
13,68.26,60.99,1,0,30.53,1,974.34
19,46.86,58.05,0,1,31.79,1,1027.35
10,55.39,71.86,0,0,29.44,1,969.54
16,26.27,67.49,0,0,49.59,2,670.4
19,39.8,64.16,0,1,27.57,1,1020.07
21,47.9,46.03,0,1,28.45,1,964.74
16,5.76,39.64,1,1,33.39,1,962.22
14,7.2,66.23,0,0,64.01,2,473.26
15,7.29,63.96,2,0,44.17,2,717.32
19,32.22,68.06,1,0,43.6,2,722.74
15,58.43,69.83,0,1,36.69,1,860.5
6,20.84,61.55,0,0,25.94,1,1076.8
20,15.97,67.75,1,0,55.62,2,628.24
16,27.54,54.93,1,0,46.92,2,744.62
16,34.34,100.0,2,0,61.42,2,567.95
10,24.08,56.01,0,1,45.0,2,734.99
16,16.96,64.58,0,0,56.11,2,605.84
13,15.37,57.52,2,0,40.76,2,821.3
16,84.17,57.19,0,1,19.17,1,1169.15
9,11.37,72.49,1,0,62.62,2,490.76
16,50.03,69.96,0,1,42.51,2,845.44
23,78.68,62.81,1,1,11.77,1,1169.27
7,61.77,66.33,0,0,24.64,1,1040.48
22,15.66,57.6,1,0,41.38,2,785.67
13,72.04,80.03,0,0,25.15,1,1053.14
19,12.55,100.0,2,0,66.78,0,457.58
18,25.87,54.5,0,0,38.97,1,912.73
15,34.13,79.88,0,0,45.36,2,748.07
17,16.68,72.9,0,0,59.25,2,600.1
19,40.46,85.37,2,0,42.78,2,776.99
13,22.42,85.94,1,0,76.37,2,343.28
12,80.78,76.11,0,0,16.58,1,1165.57
16,34.18,71.2,0,0,38.09,1,894.91
18,58.97,63.31,0,0,23.16,1,1046.75
17,77.92,56.7,0,0,9.21,1,1277.4
18,47.32,70.06,0,1,32.21,1,961.89
13,80.04,46.31,1,0,5.99,1,1244.52
18,57.93,60.12,0,1,26.56,1,1002.37
9,49.59,94.14,1,0,59.27,2,584.85
14,35.89,73.97,1,0,47.4,2,742.73
1,11.05,89.85,2,1,47.22,2,727.76
12,34.28,100.0,1,0,69.29,2,463.1
12,19.11,68.46,0,0,57.07,2,570.91
13,64.19,76.15,1,0,36.11,1,919.45
16,20.66,65.96,0,0,51.9,2,647.25
13,41.45,55.75,0,0,25.41,1,1039.23
13,54.46,52.94,1,0,20.36,1,1102.36
11,18.62,88.86,2,0,66.03,0,387.89
12,39.56,76.17,0,1,53.32,2,662.77
10,27.36,100.0,0,1,85.35,0,145.56
8,46.27,91.44,1,0,40.03,2,760.7
15,14.98,57.38,0,1,51.92,2,633.44
16,82.06,88.81,1,0,12.37,1,1228.03
15,46.9,65.9,0,0,30.5,1,994.22
13,80.5,96.34,0,1,14.81,1,1118.82
12,58.76,62.27,0,0,24.01,1,1079.78
19,27.73,50.95,2,0,25.42,1,1043.54
14,58.25,56.08,1,0,38.15,1,879.67
14,67.28,57.11,1,0,18.26,1,1123.67
6,60.29,55.19,0,0,20.28,1,1066.63
12,41.65,60.55,2,1,30.09,1,994.15
12,21.9,89.13,0,0,80.78,0,192.62
13,59.47,100.0,2,0,38.17,1,881.4
15,55.14,45.4,0,0,24.55,1,1044.93
14,31.03,97.27,0,1,67.48,0,413.29
15,16.87,62.45,0,0,56.79,2,599.68
17,51.54,78.96,1,0,43.76,2,776.04
18,21.06,38.92,0,1,30.36,1,949.78
17,30.07,82.48,2,0,46.51,2,718.64
21,57.09,31.89,0,0,11.13,1,1232.37
5,18.65,78.28,0,0,42.96,2,801.74
10,11.77,77.15,0,0,72.41,0,296.86
1,9.05,75.82,0,0,47.11,2,689.44
16,52.8,57.3,1,0,20.15,1,1123.4
20,53.15,82.99,1,0,41.73,2,827.64
11,33.43,79.82,1,1,67.84,2,474.55
20,61.41,67.8,0,0,15.22,1,1134.1
8,32.28,85.44,2,0,53.29,2,607.87
20,34.2,70.09,0,1,50.57,2,677.25
12,30.71,82.58,2,0,48.34,2,710.67
9,8.25,69.48,0,0,58.16,2,575.4
14,26.98,76.33,1,0,66.57,2,448.73
11,10.89,83.49,1,0,75.0,2,413.07
11,24.78,64.04,0,0,44.83,2,731.6
12,55.73,47.32,0,0,14.37,1,1193.34
18,6.7,77.52,1,1,83.57,2,224.01
14,26.36,95.79,0,0,77.87,0,301.65
12,25.8,77.98,0,0,59.74,2,542.57
15,48.74,78.36,1,0,49.27,2,729.07
17,19.75,71.16,1,1,64.19,2,528.04
11,53.69,86.78,2,0,36.66,1,867.25
13,21.94,68.28,0,1,49.84,2,689.34
9,58.98,62.92,0,0,25.33,1,1095.79
10,51.19,94.11,0,0,42.2,2,755.64
16,40.83,61.39,1,0,39.15,1,929.9
10,28.69,89.79,2,0,56.48,2,613.82
14,13.83,94.12,2,0,71.42,0,383.22
16,36.03,83.34,2,0,58.51,2,582.62
9,60.04,47.02,2,1,26.59,1,1027.2
15,18.33,72.54,2,1,63.07,2,578.31
11,61.13,67.96,0,0,35.39,1,946.95
21,63.15,62.08,2,1,26.55,1,1024.3
14,21.04,74.86,1,0,64.91,2,513.83
18,40.74,87.38,0,0,51.16,2,649.09
14,76.09,62.83,0,0,16.2,1,1158.84
7,25.48,68.57,0,0,42.38,2,807.32
15,54.38,67.18,1,0,28.51,1,1002.98
21,18.46,95.28,1,0,78.39,2,313.06
15,36.8,66.86,0,1,36.54,1,882.55
18,23.54,47.31,1,0,40.48,2,796.47
19,38.69,40.53,0,1,18.51,1,1103.68
10,59.41,79.25,1,0,34.98,1,887.27
10,37.56,56.79,1,0,39.96,1,834.55
15,36.71,85.37,2,1,49.29,2,723.72
13,19.71,45.38,0,0,28.23,1,1006.96
19,72.43,61.22,2,1,8.41,1,1250.76
20,78.35,45.39,0,0,11.13,1,1187.4
12,47.41,80.69,0,1,41.77,2,761.32
11,82.61,84.98,0,0,17.58,1,1120.63
18,55.38,78.77,1,0,38.71,1,877.17
11,4.66,50.28,2,0,42.15,2,724.39
18,14.61,57.08,1,1,58.04,2,616.27
13,26.83,76.69,2,0,47.12,2,714.04
16,51.01,38.25,0,1,21.67,1,1095.98
8,9.36,67.18,0,0,49.66,2,711.5
15,43.7,100.0,0,0,68.98,0,397.33
13,62.06,68.4,0,0,20.28,1,1089.37
15,30.28,42.23,2,0,24.71,1,1071.59
10,42.3,59.85,1,0,36.41,1,930.96
17,47.83,59.39,0,0,24.22,1,1068.83
19,47.65,100.0,1,1,58.05,2,615.22
10,29.54,100.0,0,0,68.32,0,404.16
8,57.92,86.62,0,0,19.08,1,1142.81
6,29.2,65.14,0,0,35.76,1,961.85
16,42.18,96.01,1,1,60.94,2,549.61
15,36.42,49.33,2,0,27.71,1,1019.27
14,30.68,93.53,0,0,68.22,0,405.98
11,43.7,90.56,0,0,49.16,2,684.68
13,67.45,68.97,0,1,21.71,1,1103.93
15,9.51,94.78,0,1,100.0,0,0.0
14,36.16,63.06,1,1,35.73,1,852.87
22,13.94,46.7,0,1,23.11,1,1090.63
9,9.4,91.56,1,0,85.79,2,204.1
16,21.53,70.3,0,0,64.11,2,489.75
13,71.82,84.04,0,0,20.45,1,1129.14
13,43.72,100.0,0,0,57.48,2,615.24
17,29.62,57.55,0,0,38.14,1,927.61
16,25.93,69.13,2,0,49.1,2,630.19
23,51.19,100.0,0,0,34.11,1,949.61
9,39.8,85.37,0,0,52.66,2,640.29
9,29.42,58.0,1,0,51.47,2,692.0
17,13.24,52.9,2,0,43.51,2,802.23
15,19.79,61.44,2,1,42.89,2,725.99
11,70.91,57.23,0,0,18.21,1,1131.96
8,43.67,76.75,0,1,50.68,2,696.82
8,22.76,73.57,1,0,55.96,2,598.36
20,48.33,77.58,1,0,40.44,2,847.04
10,58.08,55.18,0,0,16.28,1,1142.62
12,25.93,70.58,0,0,55.9,2,600.18
10,32.06,30.89,0,1,26.39,1,1001.06
12,35.66,74.9,0,0,49.75,2,687.57
8,17.43,95.51,1,1,78.0,2,253.5
14,43.17,43.51,0,0,38.89,1,875.91
8,19.14,81.67,0,0,60.41,2,593.2
18,10.69,59.78,0,0,59.59,2,523.03
11,19.13,88.05,0,0,71.54,0,292.98
14,41.84,75.17,0,0,43.06,2,796.74
19,21.6,80.09,0,0,59.67,2,601.49
16,32.83,73.3,2,1,45.86,2,688.97
14,36.14,98.57,0,0,62.69,2,579.71
12,14.12,78.95,1,0,76.9,2,370.23
12,86.46,57.89,1,1,6.49,1,1303.6
16,29.73,73.97,0,0,53.08,2,619.24
23,55.56,64.62,0,0,20.5,1,1148.62
16,34.43,75.25,0,0,54.17,2,621.87
14,58.93,63.6,1,1,27.12,1,1015.22
17,60.32,58.46,1,0,15.52,1,1178.24
13,43.14,75.99,0,0,41.65,2,768.4
8,9.31,73.12,1,1,67.09,2,429.34
15,71.84,93.28,1,1,35.16,1,932.03
21,22.23,63.7,0,0,41.12,2,776.98
10,14.18,32.38,1,1,34.81,1,909.24
16,56.81,64.72,0,1,35.03,1,966.85
10,40.74,39.47,1,0,29.48,1,1067.95
14,39.27,80.31,0,0,44.82,2,714.54
8,24.86,38.52,1,1,25.0,1,1055.89
13,62.2,52.23,0,0,21.92,1,1075.0
17,16.33,64.75,1,0,67.73,2,535.93
12,39.73,100.0,0,0,60.34,2,570.65
16,14.15,50.54,1,1,49.29,2,716.32
18,57.06,72.25,0,0,24.18,1,1095.31
20,81.32,83.6,0,0,12.23,1,1207.09
11,48.63,100.0,0,0,47.79,2,700.92
13,19.39,87.56,0,0,70.71,0,397.04
9,56.25,93.88,1,1,39.87,1,894.91
23,29.77,89.29,2,0,37.86,1,870.27
20,22.95,47.82,1,0,31.43,1,951.14
14,32.33,79.19,2,1,55.34,2,604.2
19,9.65,88.97,0,0,68.06,0,418.11
14,71.89,52.87,0,0,12.0,1,1250.2
15,34.91,60.4,1,0,44.66,2,808.61
8,44.73,55.94,2,0,21.38,1,1072.16
17,73.05,87.45,1,0,37.72,1,901.55
9,69.17,70.61,0,0,26.43,1,1020.89
18,25.89,65.58,0,0,48.69,2,690.23
18,38.92,46.37,0,1,31.58,1,998.97
16,21.85,70.65,0,0,43.44,2,757.36
7,62.24,60.65,1,0,27.57,1,1058.64
11,68.92,76.87,0,0,26.45,1,1017.13
11,10.02,49.14,2,0,39.43,1,899.07
12,73.11,75.56,2,0,21.12,1,1083.3
8,17.42,63.22,2,1,45.38,2,680.38
21,34.02,47.01,2,0,23.05,1,1042.81
14,12.01,45.45,0,0,41.9,2,780.96
12,46.42,48.46,2,0,28.61,1,1064.29
13,17.19,67.87,0,0,58.48,2,564.42
13,28.55,74.42,2,1,48.99,2,687.1
15,36.13,77.4,0,1,53.39,2,654.06
14,6.95,78.15,0,0,79.63,0,226.49
20,48.74,56.83,0,1,31.45,1,958.13
14,4.39,93.17,0,0,83.26,0,203.03
23,27.3,63.16,2,0,31.86,1,954.57
19,52.74,81.0,1,1,42.06,2,721.73
10,59.43,68.72,0,0,33.7,1,926.12
20,28.02,79.51,0,0,51.67,2,678.38
9,15.93,67.71,1,0,60.77,2,570.09
18,41.59,79.87,0,0,39.81,1,912.31
12,50.88,71.85,1,0,35.35,1,963.45
19,48.42,88.28,0,1,49.07,2,664.16
19,36.19,55.63,1,0,36.13,1,894.11
18,64.76,36.6,2,0,11.11,1,1195.64
18,30.38,52.53,0,0,43.05,2,758.85
12,32.54,93.38,0,0,68.44,0,359.97
8,31.06,68.91,2,1,34.48,1,930.98
13,47.82,73.84,2,1,42.41,2,744.87
10,34.47,50.93,2,1,23.24,1,1094.6
16,73.79,73.31,1,0,23.44,1,1040.33
12,67.99,51.54,0,1,19.03,1,1091.68
22,39.39,54.48,0,0,28.87,1,1019.22
15,8.61,63.95,0,0,60.35,2,577.45
18,69.84,80.9,1,1,26.96,1,1019.7
9,53.28,83.04,0,0,37.97,1,920.46
19,11.49,83.58,1,0,86.7,2,263.5
20,57.4,40.24,2,1,14.99,1,1227.05
14,8.25,71.87,2,1,65.3,0,438.39
15,11.39,68.06,0,0,50.21,2,728.71
17,31.54,41.36,0,1,25.59,1,1044.77
10,93.12,72.32,1,1,8.34,1,1291.92
14,21.83,66.99,0,1,46.91,2,759.67
13,69.48,82.23,1,0,30.36,1,981.45
9,67.32,73.62,2,0,18.03,1,1112.97
12,20.27,61.01,0,1,45.91,2,713.72
8,47.64,90.52,0,0,36.64,1,922.79
6,70.81,27.58,0,0,13.27,1,1156.24
9,53.12,70.71,1,0,38.14,1,878.76
21,13.04,36.73,0,0,24.2,1,1095.54
14,8.66,53.76,1,1,60.59,2,572.98
21,61.88,82.5,2,0,29.62,1,923.93
13,25.99,46.52,0,0,32.52,1,919.79
12,45.79,43.53,2,1,27.09,1,1089.63
14,26.1,100.0,1,0,86.32,2,279.55
13,28.57,44.81,2,0,33.07,1,935.72
9,30.75,100.0,0,0,65.89,0,364.72
15,22.02,68.56,0,0,47.57,2,671.7
10,49.0,61.5,0,1,24.47,1,1071.66
15,54.45,83.34,0,1,36.58,1,970.3
16,20.42,98.73,0,0,76.74,0,336.57
9,21.31,49.08,2,1,35.06,1,881.97
8,64.52,61.8,0,0,18.4,1,1120.33
18,19.23,88.94,2,0,73.32,0,294.51
